full,lats,lngs
"4505 N Twin City Hwy, Port Arthur, TX  77642",29.934709549,-93.9318008423
"2940 Jimmy Johnson Blvd, Port Arthur, TX  77642",29.9383201599,-93.9808731079
"1000 W Northwest Pkwy, Southlake, TX  76092",32.954044,-97.135345
"Northwest Pkwy, Southlake, TX  76092",32.949805,-97.130672
"1902 W Moore Ave, Terrell, TX  75160",32.7376251221,-96.3074798584
"1736 State Highway 34 S, Terrell, TX  75160",32.6988764852,-96.2744895369
"5117 Summerhill Rd, Texarkana, TX  75503",33.4674682617,-94.0680389404
"5329 N State Line Ave, Texarkana, TX  75503",33.4735984802,-94.043762207
"115 East Fwy, Vidor, TX  77662",30.1320319623,-94.0156296641
"125 E. Fwy., Vidor, TX  77662",30.1358203888,-94.0012283325
"8600 West Fwy, White Settlement, TX  76108",32.738792,-97.467338
"9450 White Settlement Rd, White Settlement, TX  76108",32.761268,-97.479835
"234 Spur 5, Winnie, TX  77665",29.8302800953,-94.3838392943
"2443 Hwy. 124, Spur 5, Winnie, TX  77665",29.8014793396,-94.376083374
"1613 W Hebron Pkwy, Carrollton, TX 75010",33.023075,-96.937088
"7699 Benbrook Pkwy, Benbrook, TX 76126-2559",32.6923003793,-97.4492937326
"7106 Will Clayton Pkwy, Humble, TX 77338-8170",29.9822978973,-95.2805938721
"800 Hwy 114, Roanoke, TX 76262-6344",33.014351204,-97.229186967
"120 W Spring Valley Rd, Richardson, TX 75081-4032",32.940456,-96.739547
"2900 Fm 1764 Rd, La Marque, TX 77568-2454",29.4009094238,-95.0363006592
"1900 S Us Highway 287, Corsicana, TX 75110-9660",32.0764312744,-96.4476394653
"2610 Ridge Rd, Rockwall, TX 75087-5511",32.898712,-96.469993
"5551 E End Blvd S, Marshall, TX 75672",32.4943695068,-94.3587341309
"1020 W Us 287 Byp, Waxahachie, TX 75165-5168",32.4212265015,-96.8409423828
"2825 1/2 61st St Ste A, Galveston, TX 77551-2002",29.2684593201,-94.8282546997
"959 W Nasa Rd 1, Webster, TX 77598-4909",29.5309619904,-95.126625061
"1181 S Stemmons Fwy, Lewisville, TX 75067-5381",33.0284309387,-96.9923400879
"1116 League Line Rd, Conroe, TX 77303",30.3667030334,-95.4826126099
"7661 Boulevard 26, North Richland Hills, TX 76180",32.832118,-97.217704
"2362 Valwood Pkwy, Farmers Branch, TX 75234-3410",32.9382514954,-96.9011077881
"1106 S Cockrell Hill Rd, Duncanville, TX 75137",32.6401481628,-96.8907546997
"1909 Fm 157, Mansfield, TX 76063-7625",32.5995435566,-97.1459962428
"27935 Southwest Fwy, Rosenberg, TX 77471-7102",29.531236,-95.806015
"1416 S I-35e, Lancaster, TX 75146",32.5720904768,-96.8220672011
"204 Huffman Dr, Euless, TX 76040-4585",32.8375015259,-97.0852127075
"105 Chamber of Commerce Dr, Ennis, TX 75119-4347",32.3341026306,-96.6179656982
"2521 S Main St, Weatherford, TX 76087",32.7286148071,-97.7881546021
"2102 Seabrook Cir, Seabrook, TX 77586-1626",29.5800876617,-95.0268895179
"1275 N Fry Rd, Katy, TX 77449-3342",29.7884922028,-95.7194519043
"750 S Main St, Lumberton, TX 77657",30.2420394123,-94.1960129142
"8915 Texas 146, Mont Belvieu, TX 77523",29.8503093719,-94.8919067383
"3113 Bandera St, Denton, TX 76207-3421",33.231048584,-97.1757354736
"1803 W Main St, League City, TX 77573-3548",29.5021057129,-95.1165161133
"1120 W Highway 67, Alvarado, TX 76009-3211",32.4162977189,-97.2236730158
"11208 W Airport Blvd, Stafford, TX 77477-3000",29.6421775818,-95.5727157593
"1432 N Central Expy, Mckinney, TX 75070-3106",33.2105674744,-96.6369934082
"808 England St, Ashland, VA  23005",37.7587051392,-77.4658050537
"10040 Sliding Hill Rd, Ashland, VA  23005",37.6909217834,-77.4412765503
"495 Premier Cir, Charlottesville, VA  22901",38.0745201111,-78.4810180664
"1162 5th St Sw, Charlottesville, VA  22902",38.0111160278,-78.5027542114
"102 Red Cedar Ct, Chesapeake, VA  23320",36.767364502,-76.252571106
"3251 Western Branch Blvd, Chesapeake, VA  23321",36.8645172119,-76.4091720581
"2990 Plank Rd, Fredericksburg, VA  22401",38.2956636697,-77.5119935721
"580 Warrenton Rd, Fredericksburg, VA  22406",38.3457260132,-77.4981689453
"5328 Jefferson Davis Hwy, Fredericksburg, VA  22408",38.243686676,-77.4981231689
"2600 W Mercury Blvd, Hampton, VA  23666",37.0367050171,-76.4111328125
"1811 W Mercury Blvd, Hampton, VA  23666",37.0409507751,-76.3899307251
"1675 E Market St, Harrisonburg, VA  22801",38.433719635,-78.8463668823
"3257 S Main St, Harrisonburg, VA  22801",38.4069976807,-78.9080047607
"980 J Clyde Morris Blvd, Newport News, VA  23601",37.0962982178,-76.4580612183
"12259 Hornsby Ln, Newport News, VA  23602",37.1134659648,-76.5009972453
"5102 Williamsburg Rd, Richmond, VA  23231",37.5181388855,-77.3439178467
"7311 Hull Street Rd, Richmond, VA  23235",37.4704704285,-77.528175354
"2101 Willis Rd, Richmond, VA  23237",37.4013671875,-77.4228057861
"7109 W Broad St, Richmond, VA  23294",37.5822906494,-77.4942779541
"3606 Franklin Rd SW, Roanoke, VA  24014",37.2353973389,-79.9695053101
"6608 Thirlane Rd, Roanoke, VA  24019",37.3267593384,-79.99243927
"Williamsburg Rd, Sandston, VA  23150",37.521270752,-77.3282470703
"5414 Williamsburg Rd, Sandston, VA  23150",37.5190734863,-77.3373718262
"5825 Northampton Blvd, Virginia Beach, VA  23455",36.8811912537,-76.1859970093
"5656 Indian River Rd, Virginia Beach, VA  23464",36.804958,-76.189178
"409 Bypass Rd, Williamsburg, VA  23185",37.285118103,-76.7114486694
"7129 Pocahontas Trl, Williamsburg, VA  23185",37.2597732544,-76.6740722656
"802 Capitol Landing Road, Williamsburg, VA  23185",37.2793617249,-76.6894989014
"1665 Richmond Rd, Williamsburg, VA  23185",37.2948722839,-76.7247238159
"1805 S Pleasant Valley Rd, Winchester, VA  22601",39.1651535034,-78.1657562256
"980 Millwood Pike, Winchester, VA  22602",39.1604766846,-78.1552505493
"901 Lew Dewitt Blvd, Waynesboro, VA 22980",38.0643539429,-78.9381942749
"5631 Boydton Plank Rd, Petersburg, VA 23803",37.1952123195,-77.4685719609
"1975 E Main St, Wytheville, VA 24382",36.9478221238,-81.0571470112
"2609 Lee Hwy, Troutville, VA 24175",37.3840904236,-79.9036865234
"24148 Welcome Way Dr, Ruther Glen, VA 22546",37.9351921082,-77.4743881226
"1523 Holland Rd, Suffolk, VA 23434",36.723739624,-76.635635376
"1302 Richmond Ave, Staunton, VA 24401",38.129825592,-79.0394363403
"8 Maury River Rd, Lexington, VA 24450",37.8033409119,-79.411567688
"124 Fairfax Pike, Stephens City, VA 22655",39.0790557861,-78.2143325806
"8404 Brook Rd, Glen Allen, VA 23060",37.638175115,-77.4596073478
"5224 Fort Ave, Lynchburg, VA 24502",37.3765685409,-79.185584709
"3500 Speeks Dr, Midlothian, VA 23112",37.440196991,-77.5937805176
"2002 Boulevard, Colonial Heights, VA 23834",37.289691925,-77.3921585083
"4614 Cleburne Blvd, Dublin, VA 24084",37.0822906494,-80.6899719238
"17137 Dumfries Rd, Dumfries, VA 22025",38.5820846558,-77.3257141113
"5105 Plaza Dr, Hopewell, VA 23860",37.2628046572,-77.325007394
"2423 W Hundred Rd, Chester, VA 23831",37.3547219485,-77.4103277922
"2440 Roanoke St, Christiansburg, VA 24073",37.1374282837,-80.3587722778
"1014 17th Ave, Monroe, WI  53566",42.6016159058,-89.6382522583
"804 4th Ave W, Monroe, WI  53566",42.6031684875,-89.6609725952
"1000a Foxcroft Ave, Martinsburg, WV  25401",39.4454113394,-77.9869745672
"1807 Edwin Miller Blvd, Martinsburg, WV  25404",39.4865899533,-77.957669422
"4168 Us Route 60, Huntington, WV 25705",38.4121398926,-82.3657913208
"4851 Gerrardstown Rd, Inwood, WV 25428",39.3624003232,-78.0433827639
